"","studyID","Case.study","zcor.ECD.B","var.zcor.ECD.B","n.replicate.B","LD.metric","LD.unit","study_type","experiment_type","system","ecosystem","country","exp_duration","litter.species","litter.type","meshsize..mm.","temporal.extent","spatial_category","ECD_subcategory","ECD_identity","ECD_mixture","ECD_mixture_identity_type","ECD_intensity_norm_max","ECD_intensity_norm_min","ECD_magnitude","B.sampling","taxonomic.group","community.nature","consumer.taxa","B.metric","B.unit","ES_origin","B_imputation_M1","B_imputation_M2"
"150",154,154.1,0.80820769837501,0.0666666666666667,18,"rate (k)","d-1","experimental","field","aquatic","stream","USA",225,"Rhododendron maximum","broad leaves",NA,"mean richness over 7 to 9 sampling dates",NA,"nutrient enrichment",NA,"yes","resource",0.0428679002271759,-2.0971982632691,2.14006616349628,"litterbag","M","D","fungi","taxa richness","per composite sample","Hedge's d","SD not imputed","SD not imputed"
"151",245,245.1,-0.843393652154226,0.0222222222222222,48,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",84,"Eucalyptus globulus","broad leaves","10","8 sampling dates over 84 days",NA,"nutrient enrichment",NA,"yes","stressors, resources",2.69029347951295,1.30399911839306,1.38629436111989,"litterbag","A","DFW","invertebrates","taxa richness","ind./bag","Hedge's d","SD imputed","SD imputed"
"152",245,245.1,-1.58013708805345,0.0222222222222222,48,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",84,"Eucalyptus globulus","broad leaves","10","8 sampling dates over 84 days",NA,"nutrient enrichment",NA,"yes","stressors, resources",2.69029347951295,1.30399911839306,1.38629436111989,"litterbag","A","DFW","invertebrates","Shannon index","per bag","Hedge's d","SD imputed","SD imputed"
"153",245,245.1,-0.404576236330644,0.0222222222222222,48,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",84,"Eucalyptus globulus","broad leaves","10","8 sampling dates over 84 days",NA,"nutrient enrichment",NA,"yes","stressors, resources",2.69029347951295,1.30399911839306,1.38629436111989,"leaf discs","M","D","fungi","taxa richness","per bag","Hedge's d","SD imputed","SD imputed"
"154",245,245.1,-0.286914997021452,0.0222222222222222,48,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",84,"Eucalyptus globulus","broad leaves","0.5","8 sampling dates over 84 days",NA,"nutrient enrichment",NA,"yes","stressors, resources",2.69029347951295,1.30399911839306,1.38629436111989,"leaf discs","M","D","fungi","taxa richness","per bag","Hedge's d","SD imputed","SD imputed"
"155",245,245.1,-0.35088339413707,0.0222222222222222,48,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",84,"Eucalyptus globulus","broad leaves","10","8 sampling dates over 84 days",NA,"nutrient enrichment",NA,"yes","stressors, resources",2.69029347951295,1.30399911839306,1.38629436111989,"leaf discs","M","D","fungi","Shannon index","per bag","Hedge's d","SD imputed","SD imputed"
"156",245,245.1,-0.633638524921199,0.0222222222222222,48,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",84,"Eucalyptus globulus","broad leaves","0.5","8 sampling dates over 84 days",NA,"nutrient enrichment",NA,"yes","stressors, resources",2.69029347951295,1.30399911839306,1.38629436111989,"leaf discs","M","D","fungi","Shannon index","per bag","Hedge's d","SD imputed","SD imputed"
"157",113,113.1,-1.14064765646683,0.111111111111111,12,"rate (k)","d-1","observational","field","aquatic","mountain stream","Spain",42,"Populus nigra x canadensis","wooden sticks",NA,"single point in time","large","wastewater",NA,"yes","stressors, resources",-0.2484613592985,-1.6094379124341,1.3609765531356,"Surber sampler","A","W","invertebrates","taxa richness","no./sample","Hedge's d","SD not imputed","SD not imputed"
"158",113,113.1,-1.09273267582924,0.111111111111111,12,"rate (k)","d-1","observational","field","aquatic","mountain stream","Spain",42,"Populus nigra x canadensis","wooden sticks",NA,"single point in time","large","wastewater",NA,"yes","stressors, resources",0.970778917158225,-1.6094379124341,2.58021682959233,"Surber sampler","A","W","invertebrates","taxa richness","no./sample","Hedge's d","SD not imputed","SD not imputed"
"159",113,113.1,-1.25446434691784,0.111111111111111,12,"rate (k)","d-1","observational","field","aquatic","mountain stream","Spain",42,"Populus nigra x canadensis","wooden sticks",NA,"single point in time","large","wastewater",NA,"yes","stressors, resources",-0.2484613592985,-1.6094379124341,1.3609765531356,"Surber sampler","A","bioindicators","EPT","taxa richness","no./sample","Hedge's d","SD not imputed","SD not imputed"
"160",113,113.1,-1.75806523836072,0.111111111111111,12,"rate (k)","d-1","observational","field","aquatic","mountain stream","Spain",42,"Populus nigra x canadensis","wooden sticks",NA,"single point in time","large","wastewater",NA,"yes","stressors, resources",0.970778917158225,-1.6094379124341,2.58021682959233,"Surber sampler","A","bioindicators","EPT","taxa richness","no./sample","Hedge's d","SD not imputed","SD not imputed"
"161",171,171.1,-0.671197270815817,0.333333333333333,6,"rate (k)","d-1","observational","field","aquatic","stream","USA",28,"Salix sp.","broad leaves","5","single point in time",NA,"nutrient enrichment",NA,"yes","stressors, resources",-0.513078158819284,-0.487760350834995,-0.025317807984289,"artificial substrate baskets","A","W","invertebrates","taxa richness","no./sample","Hedge's d","SD not imputed","SD not imputed"
"162",171,171.1,-0.751339447893348,0.333333333333333,6,"rate (k)","d-1","observational","field","aquatic","stream","USA",28,"Salix sp.","broad leaves","5","single point in time",NA,"nutrient enrichment",NA,"yes","stressors, resources",3.65547811541347,-0.487760350834995,4.14323846624846,"artificial substrate baskets","A","W","invertebrates","taxa richness","no./sample","Hedge's d","SD not imputed","SD not imputed"
"163",171,171.1,-0.49177952266981,0.333333333333333,6,"rate (k)","d-1","observational","field","aquatic","stream","USA",28,"Salix sp.","broad leaves","5","single point in time",NA,"nutrient enrichment",NA,"yes","stressors, resources",-0.513078158819284,-0.487760350834995,-0.025317807984289,"artificial substrate baskets","A","bioindicators","EPT","taxa richness","no./sample","Hedge's d","SD not imputed","SD not imputed"
"164",171,171.1,-1.15440345885099,0.333333333333333,6,"rate (k)","d-1","observational","field","aquatic","stream","USA",28,"Salix sp.","broad leaves","5","single point in time",NA,"nutrient enrichment",NA,"yes","stressors, resources",3.65547811541347,-0.487760350834995,4.14323846624846,"artificial substrate baskets","A","bioindicators","EPT","taxa richness","no./sample","Hedge's d","SD not imputed","SD not imputed"
"165",235,235.1,0,0.333333333333333,6,"mass loss","% initial mass lost","experimental","mesocosms/experimental channels","aquatic","stream","New Zealand",18,"Melicytus ramiflorus (fast decomposing)","broad leaves","leaf pack, no mesh","single point in time","small","nutrient enrichment",NA,"yes","resource",0.467751094192442,-2.38488033572088,2.85263142991332,"litterbag","A","DFW","invertebrates","taxa richness","taxa per leaf pack","Hedge's d","SD not imputed","SD not imputed"
"166",235,235.1,-0.280422633994444,0.333333333333333,6,"mass loss","% initial mass lost","experimental","mesocosms/experimental channels","aquatic","stream","New Zealand",18,"Melicytus ramiflorus (fast decomposing)","broad leaves","leaf pack, no mesh","single point in time","small","nutrient enrichment",NA,"yes","resource",2.08866140778878,-2.38488033572088,4.47354174350966,"litterbag","A","DFW","invertebrates","taxa richness","taxa per leaf pack","Hedge's d","SD not imputed","SD not imputed"
"167",235,235.1,-0.250124748220042,0.333333333333333,6,"mass loss","% initial mass lost","experimental","mesocosms/experimental channels","aquatic","stream","New Zealand",18,"Melicytus ramiflorus (fast decomposing)","broad leaves","leaf pack, no mesh","single point in time","small","nutrient enrichment",NA,"yes","resource",0.467751094192442,-2.38488033572088,2.85263142991332,"litterbag","A","bioindicators","EPT","taxa richness","taxa per leaf pack","Hedge's d","SD not imputed","SD not imputed"
"168",235,235.1,-0.332202756407322,0.333333333333333,6,"mass loss","% initial mass lost","experimental","mesocosms/experimental channels","aquatic","stream","New Zealand",18,"Melicytus ramiflorus (fast decomposing)","broad leaves","leaf pack, no mesh","single point in time","small","nutrient enrichment",NA,"yes","resource",2.08866140778878,-2.38488033572088,4.47354174350966,"litterbag","A","bioindicators","EPT","taxa richness","taxa per leaf pack","Hedge's d","SD not imputed","SD not imputed"
"169",297,297.1,-0.0479435114963847,0.2,8,"rate (k)","d-1","observational","field","aquatic","lentic: reservoir","Brazil",60,"Eichhornia crassipes","broad leaves","10","single point in time",NA,"eutrophication",NA,"probably","stressors, resources",1.55225361590626,-1.58085045558219,3.13310407148845,"litterbag","A","DFW","invertebrates","taxa richness","no./bag","Hedge's d","SD not imputed","SD not imputed"
"170",297,297.1,-0.0810288002286799,0.2,8,"rate (k)","d-1","observational","field","aquatic","lentic: reservoir","Brazil",105,"Typha domingensis","broad leaves","10","single point in time",NA,"eutrophication",NA,"probably","stressors, resources",1.55225361590626,-1.58085045558219,3.13310407148845,"litterbag","A","DFW","invertebrates","taxa richness","no./bag","Hedge's d","SD not imputed","SD not imputed"
"171",297,297.1,-0.803227778762799,0.2,8,"rate (k)","d-1","observational","field","aquatic","lentic: reservoir","Brazil",60,"Eichhornia crassipes","broad leaves","10","single point in time",NA,"eutrophication",NA,"probably","stressors, resources",1.55225361590626,-1.58085045558219,3.13310407148845,"litterbag","A","DFW","invertebrates","Shannon index","per bag","Hedge's d","SD not imputed","SD not imputed"
"172",297,297.1,-0.441352885778441,0.2,8,"rate (k)","d-1","observational","field","aquatic","lentic: reservoir","Brazil",105,"Typha domingensis","broad leaves","10","single point in time",NA,"eutrophication",NA,"probably","stressors, resources",1.55225361590626,-1.58085045558219,3.13310407148845,"litterbag","A","DFW","invertebrates","Shannon index","per bag","Hedge's d","SD not imputed","SD not imputed"
"173",297,297.1,-0.880378751688596,0.2,8,"rate (k)","d-1","observational","field","aquatic","lentic: reservoir","Brazil",60,"Eichhornia crassipes","broad leaves","10","single point in time",NA,"eutrophication",NA,"probably","stressors, resources",1.55225361590626,-1.58085045558219,3.13310407148845,"litterbag","A","DFW","invertebrates","Evenness","per bag","Hedge's d","SD not imputed","SD not imputed"
"174",297,297.1,-0.404698143720816,0.2,8,"rate (k)","d-1","observational","field","aquatic","lentic: reservoir","Brazil",105,"Typha domingensis","broad leaves","10","single point in time",NA,"eutrophication",NA,"probably","stressors, resources",1.55225361590626,-1.58085045558219,3.13310407148845,"litterbag","A","DFW","invertebrates","Evenness","per bag","Hedge's d","SD not imputed","SD not imputed"
